base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
CEEE_EQUAT5707,P16,P16P1601,no limite: modelo 1.02x o total medido,4.598,4.504,-0.094,25.6065,24.4532,10514,102.1,True,False,False,,,13.8,1298,184.22,10,True,0,OK,0.96,0.97,0
CEEE_EQUAT5707,PL3,PL3PL308,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.565,3.239,-1.326,24.0112,23.2336,6131,141.0,True,False,False,,,13.8,1493,722.43,8,False,0,NAO_CONVERGE[C-API:500],0.162,0.991,979
CEEE_EQUAT5707,CM1,CM1CM108,medida quase sem perda: 2.74% total medido,4.552,2.743,-1.809,20.0689,19.5184,5014,165.9,True,False,False,,,23,3426,1603.29,8,True,0,OK,0.046,0.993,764
CEEE_EQUAT5707,P15,P15P1502,a investigar,4.545,3.549,-0.996,14.3348,13.8261,5705,128.1,True,False,False,,,23,1081,163.27,8,True,0,OK,0.939,0.945,1
CEEE_EQUAT5707,P16,P16P1604,a investigar,4.538,3.532,-1.006,24.6867,23.8148,6197,128.5,True,False,False,,,13.8,1298,184.22,10,True,0,OK,0.96,0.97,0
CEEE_EQUAT5707,JGR,JGRJGR02,no limite: modelo 1.15x o total medido,4.49,3.907,-0.583,21.5129,20.6723,6818,114.9,True,False,False,,,23,844,684.64,5,True,0,OK,0.869,0.972,518
CEEE_EQUAT5707,P16,P16P1607,medida quase sem perda: 2.92% total medido,4.478,2.919,-1.559,33.51,32.532,6136,153.4,True,False,False,,,13.8,1298,184.22,10,True,0,OK,0.96,0.97,0
CEEE_EQUAT5707,PL5,PL5PL512,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.448,2.326,-2.122,31.1877,30.4623,8461,191.3,True,False,False,,,23,786,164.74,7,False,0,NAO_CONVERGE[C-API:500],0.964,0.969,1
CEEE_EQUAT5707,P15,P15P1504,medida quase sem perda: 2.56% total medido,4.431,2.562,-1.869,10.5231,10.2535,2648,172.9,True,False,False,,,23,1081,163.27,8,True,0,OK,0.939,0.945,1
CEEE_EQUAT5707,RG1,RG1RG106,medida quase sem perda: 2.56% total medido,4.407,2.561,-1.846,27.0248,26.3328,5995,172.1,True,False,False,,,23,712,112.35,7,True,0,OK,0.945,0.963,1
CEEE_EQUAT5707,CHA,CHACHA04,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.39,3.225,-1.165,20.4905,19.8298,4812,136.1,True,False,False,,,13.8,493,161.01,5,False,0,NAO_CONVERGE[C-API:500],0.982,0.988,0
CEEE_EQUAT5707,RIN,RINRIN06,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.382,4.243,-0.139,6.4158,6.1435,3578,103.3,True,False,False,,,23,814,178.14,7,False,0,NAO_CONVERGE[C-API:500],0.915,0.934,1005
CEEE_EQUAT5707,P10,P10P1006,medida quase sem perda: 2.65% total medido,4.346,2.646,-1.7,7.6063,7.405,2760,164.2,True,False,False,,,13.8,900,85.36,12,True,0,OK,0.991,0.994,0
CEEE_EQUAT5707,SJE,SJESJE02,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.346,3.913,-0.433,4.8573,4.6672,1062,111.1,True,False,False,,,23,296,114.81,4,False,0,NAO_CONVERGE[C-API:500],0.95,0.962,1
CEEE_EQUAT5707,PL1,PL1PL107,medida quase sem perda: 2.32% total medido,4.325,2.322,-2.003,28.5267,27.8643,9860,186.3,True,False,False,,,13.8,1418,298.74,11,True,0,OK,0.884,0.972,131
CEEE_EQUAT5707,OS1,OS1OS106,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.317,3.311,-1.006,24.2692,23.4657,5743,130.4,True,False,False,,,23,1574,554.29,8,False,0,NAO_CONVERGE[C-API:500],0.978,0.989,0
CEEE_EQUAT5707,BG2,BG2BG208,medida quase sem perda: 2.89% total medido,4.289,2.892,-1.397,27.9453,27.1371,7204,148.3,True,False,False,,,23,2938,2727.85,9,True,0,OK,0.956,0.999,0
CEEE_EQUAT5707,P14,P14P1408,a investigar,4.287,3.049,-1.238,21.3621,20.7107,6226,140.6,True,False,False,,,13.8,1798,432.16,8,True,0,OK,0.942,0.969,0
CEEE_EQUAT5707,VAS,VASVAS03,medida quase sem perda: 2.52% total medido,4.268,2.525,-1.743,31.6474,30.8482,8305,169.0,True,False,False,,,23,3530,1512.23,5,True,0,OK,0.01,0.962,4295
CEEE_EQUAT5707,TAI,TAITAI01,medida quase sem perda: 2.87% total medido,4.253,2.869,-1.384,3.3372,3.2415,531,148.2,True,False,False,,,13.8,359,390.19,4,True,0,OK,0.59,0.976,1
